time Fx qx
0.000000000000000000e+00 -4.440891999999999804e-16 8.326672684688674053e-17
5.000000000000000104e-03 1.116532837999999967e-05 8.326672684688674053e-17
1.000000000000000021e-02 3.815265383799999434e-05 8.326672684688674053e-17
1.499999999999999944e-02 7.799288346000000222e-05 8.326672684688674053e-17
2.000000000000000042e-02 -1.599864717599999979e-04 8.326672684688674053e-17
2.500000000000000139e-02 -1.261679088000000170e-04 8.326672684688674053e-17
2.999999999999999889e-02 -8.842375399999999948e-05 8.326672684688674053e-17
3.500000000000000333e-02 -7.687431930000001050e-05 8.326672684688674053e-17
4.000000000000000083e-02 -6.115116099999999143e-05 8.326672684688674053e-17
4.499999999999999833e-02 -3.815414400000000154e-05 8.326672684688674053e-17
5.000000000000000278e-02 -1.345315099999999950e-05 8.326672684688674053e-17
5.500000000000000028e-02 -3.549582865999999839e-05 8.326672684688674053e-17
5.999999999999999778e-02 -7.050616289999999981e-05 8.326672684688674053e-17
6.500000000000000222e-02 -1.486476225999999994e-04 8.326672684688674053e-17
7.000000000000000666e-02 4.638320330000000310e-05 8.326672684688674053e-17
7.499999999999999722e-02 -6.497232599999999908e-06 8.326672684688674053e-17
8.000000000000000167e-02 -1.605656829999999865e-05 8.326672684688674053e-17
8.500000000000000611e-02 -5.602399450000000261e-06 8.326672684688674053e-17
8.999999999999999667e-02 6.253130200000000604e-06 8.326672684688674053e-17
9.500000000000000111e-02 2.418645199999999826e-05 8.326672684688674053e-17
1.000000000000000056e-01 -2.457658809999999991e-05 8.326672684688674053e-17
1.049999999999999961e-01 -7.304725300000001272e-06 8.326672684688674053e-17
1.100000000000000006e-01 2.262805999999999914e-07 8.326672684688674053e-17
1.150000000000000050e-01 1.163179999999999932e-05 8.326672684688674053e-17
1.199999999999999956e-01 1.571708899999999889e-05 8.326672684688674053e-17
1.250000000000000000e-01 -4.635993199999999725e-05 8.326672684688674053e-17
1.300000000000000044e-01 4.602603999999999886e-07 8.326672684688674053e-17
1.350000000000000089e-01 2.580149840000000119e-05 8.326672684688674053e-17
1.400000000000000133e-01 -1.048885000000000038e-05 8.326672684688674053e-17
1.449999999999999900e-01 -1.697398300000000062e-05 8.326672684688674053e-17
1.499999999999999944e-01 -1.812067200000000092e-05 8.326672684688674053e-17
1.549999999999999989e-01 -1.805168699999999975e-05 8.326672684688674053e-17
1.600000000000000033e-01 3.321010263999999812e-04 8.326672684688674053e-17
1.650000000000000078e-01 2.278902097000000014e-04 8.326672684688674053e-17
1.700000000000000122e-01 1.742019791999999890e-05 8.326672684688674053e-17
1.749999999999999889e-01 -3.656269400000000512e-05 8.326672684688674053e-17
1.799999999999999933e-01 -3.029569200000000010e-05 8.326672684688674053e-17
1.849999999999999978e-01 -2.537624699999999794e-05 8.326672684688674053e-17
1.900000000000000022e-01 -1.514780800000000112e-05 8.326672684688674053e-17
1.950000000000000067e-01 -6.474989000000000594e-06 8.326672684688674053e-17
2.000000000000000111e-01 2.732564000000000169e-06 8.326672684688674053e-17
2.049999999999999878e-01 1.314097500000000000e-05 8.326672684688674053e-17
2.099999999999999922e-01 1.930783600000000018e-05 8.326672684688674053e-17
2.149999999999999967e-01 2.465966840000000267e-05 8.326672684688674053e-17
2.200000000000000011e-01 2.864682210000000002e-05 8.326672684688674053e-17
2.250000000000000056e-01 3.039488080000000080e-05 8.326672684688674053e-17
2.300000000000000100e-01 2.998147780000000079e-05 8.326672684688674053e-17
2.349999999999999867e-01 2.830482459999999906e-05 8.326672684688674053e-17
2.399999999999999911e-01 2.541795869999999925e-05 8.326672684688674053e-17
2.449999999999999956e-01 2.163068214000000113e-05 8.326672684688674053e-17
2.500000000000000000e-01 1.727894810000000112e-05 8.326672684688674053e-17
2.550000000000000044e-01 1.258812519999999889e-05 8.326672684688674053e-17
2.600000000000000089e-01 7.682007299999999263e-06 8.326672684688674053e-17
2.650000000000000133e-01 2.575089000000000037e-06 8.326672684688674053e-17
2.700000000000000178e-01 -2.594769000000000330e-06 8.326672684688674053e-17
2.750000000000000222e-01 -1.038857399999999965e-05 8.326672684688674053e-17
2.800000000000000266e-01 -1.873915299999999985e-05 8.326672684688674053e-17
2.849999999999999756e-01 -2.604427100000000135e-05 8.326672684688674053e-17
2.899999999999999800e-01 -3.192028400000000292e-05 8.326672684688674053e-17
2.949999999999999845e-01 -3.682923600000000152e-05 8.326672684688674053e-17
2.999999999999999889e-01 -3.802355400000000048e-05 8.326672684688674053e-17
3.049999999999999933e-01 -3.704741400000000545e-05 8.326672684688674053e-17
3.099999999999999978e-01 -3.235727699999999977e-05 8.326672684688674053e-17
3.150000000000000022e-01 -2.881900200000000187e-05 8.326672684688674053e-17
3.200000000000000067e-01 -2.261784600000000137e-05 8.326672684688674053e-17
3.250000000000000111e-01 -1.768739700000000124e-05 8.326672684688674053e-17
3.300000000000000155e-01 -1.242892760000000072e-05 8.326672684688674053e-17
3.350000000000000200e-01 -7.053938499999999819e-06 8.326672684688674053e-17
3.400000000000000244e-01 -1.548217400000000074e-06 8.326672684688674053e-17
3.449999999999999734e-01 3.952515700000000474e-06 8.326672684688674053e-17
3.499999999999999778e-01 9.296452300000000032e-06 8.326672684688674053e-17
3.549999999999999822e-01 1.431964500000000069e-05 8.326672684688674053e-17
3.599999999999999867e-01 1.885700900000000050e-05 8.326672684688674053e-17
3.649999999999999911e-01 2.285815899999999861e-05 8.326672684688674053e-17
3.699999999999999956e-01 2.727507000000000041e-05 8.326672684688674053e-17
3.750000000000000000e-01 2.943671599999999933e-05 8.326672684688674053e-17
3.800000000000000044e-01 3.093551299999999771e-05 8.326672684688674053e-17
3.850000000000000089e-01 3.034293199999999797e-05 8.326672684688674053e-17
3.900000000000000133e-01 2.784426100000000036e-05 8.326672684688674053e-17
3.950000000000000178e-01 2.197174199999999994e-05 8.326672684688674053e-17
4.000000000000000222e-01 1.456237499999999964e-05 8.326672684688674053e-17
4.050000000000000266e-01 1.068658900000000022e-05 8.326672684688674053e-17
4.099999999999999756e-01 5.126891999999999769e-06 8.326672684688674053e-17
4.149999999999999800e-01 1.235896500000000111e-06 8.326672684688674053e-17
4.199999999999999845e-01 -2.493911000000000050e-06 8.326672684688674053e-17
4.249999999999999889e-01 -6.046359999999999993e-06 8.326672684688674053e-17
4.299999999999999933e-01 -9.290346100000000589e-06 8.326672684688674053e-17
4.349999999999999978e-01 -1.212054610000000104e-05 8.326672684688674053e-17
4.400000000000000022e-01 -1.358736030000000012e-05 8.326672684688674053e-17
4.450000000000000067e-01 -1.551087749999999928e-05 8.326672684688674053e-17
4.500000000000000111e-01 -1.709895199999999878e-05 8.326672684688674053e-17
4.550000000000000155e-01 -1.755217600000000215e-05 8.326672684688674053e-17
4.600000000000000200e-01 -1.711562100000000002e-05 8.326672684688674053e-17
4.650000000000000244e-01 -1.482945199999999959e-05 8.326672684688674053e-17
4.699999999999999734e-01 -1.067663599999999886e-05 8.326672684688674053e-17
4.749999999999999778e-01 -6.913387999999999410e-06 8.326672684688674053e-17
4.799999999999999822e-01 -5.908834999999999984e-06 8.326672684688674053e-17
4.849999999999999867e-01 -4.011252999999999794e-06 8.326672684688674053e-17
4.899999999999999911e-01 -2.082397300000000118e-06 8.326672684688674053e-17
4.949999999999999956e-01 -1.394419999999999856e-07 8.326672684688674053e-17
5.000000000000000000e-01 1.767449999999999908e-06 8.326672684688674053e-17
5.050000000000000044e-01 6.052072476600000445e-02 8.326672684688674053e-17
5.100000000000000089e-01 1.160438401459999991e-01 8.326672684688674053e-17
5.150000000000000133e-01 1.851079778799999964e-01 8.326672684688674053e-17
5.200000000000000178e-01 2.476816114200000030e-01 1.000000000084266816e-06
5.250000000000000222e-01 3.104685975700000045e-01 2.000000000085266905e-06
5.300000000000000266e-01 3.796668759300000362e-01 3.000000000086266994e-06
5.350000000000000311e-01 4.424582720099999866e-01 4.000000000087267082e-06
5.400000000000000355e-01 5.053987408550000282e-01 6.000000000089267260e-06
5.450000000000000400e-01 5.679601859230000160e-01 9.000000000064511951e-06
5.500000000000000444e-01 6.313562464699999932e-01 1.200000000006751222e-05
5.550000000000000488e-01 6.944751458800000332e-01 1.700000000007251266e-05
5.600000000000000533e-01 7.655997998000000360e-01 2.200000000007751311e-05
5.649999999999999467e-01 8.291944407899999314e-01 2.700000000008251355e-05
5.699999999999999512e-01 8.926399566599999558e-01 3.400000000008951417e-05
5.749999999999999556e-01 9.568617564000000408e-01 4.200000000006975931e-05
5.799999999999999600e-01 1.021209236400000053e+00 5.100000000007876011e-05
5.849999999999999645e-01 1.093045301200000097e+00 6.100000000008876100e-05
5.899999999999999689e-01 1.150746148800000146e+00 7.300000000007300649e-05
5.949999999999999734e-01 1.215515274199999940e+00 8.600000000008600765e-05
5.999999999999999778e-01 1.288648139700000028e+00 1.000000000000722533e-04
6.049999999999999822e-01 1.347035485799999988e+00 1.160000000000882547e-04
6.099999999999999867e-01 1.419844385200000003e+00 1.330000000000775007e-04
6.149999999999999911e-01 1.486563679699999918e+00 1.520000000000687468e-04
6.199999999999999956e-01 1.545349990100000070e+00 1.720000000000887486e-04
6.250000000000000000e-01 1.620034688999999917e+00 1.950000000000839950e-04
6.300000000000000044e-01 1.679255730399999980e+00 2.190000000000802416e-04
6.350000000000000089e-01 1.746995498099999988e+00 2.450000000000784883e-04
6.400000000000000133e-01 1.815235507799999981e+00 2.730000000000787352e-04
6.450000000000000178e-01 1.882664180999999992e+00 3.020000000000799822e-04
6.500000000000000222e-01 1.951472444199999989e+00 3.340000000000842295e-04
6.550000000000000266e-01 2.019941846800000107e+00 3.680000000000627214e-04
6.600000000000000311e-01 2.088739284399999896e+00 4.050000000000719691e-04
6.650000000000000355e-01 2.157759094000000211e+00 4.430000000000822169e-04
6.700000000000000400e-01 2.220148204000000014e+00 4.840000000000677094e-04
6.750000000000000444e-01 2.282617542000000110e+00 5.270000000000829576e-04
6.800000000000000488e-01 2.360011563000000034e+00 5.730000000000734506e-04
6.850000000000000533e-01 2.423113246000000220e+00 6.210000000000659437e-04
6.899999999999999467e-01 2.486603902000000144e+00 6.710000000000881926e-04
6.949999999999999512e-01 2.557827983999999777e+00 7.240000000000856861e-04
6.999999999999999556e-01 2.622044088999999634e+00 7.800000000000861800e-04
7.049999999999999600e-01 2.694149617999999968e+00 8.390000000000896740e-04
7.099999999999999645e-01 2.766897882999999947e+00 9.000000000000674127e-04
7.149999999999999689e-01 2.832527349000000250e+00 9.640000000000759073e-04
7.199999999999999734e-01 2.899170355999999948e+00 1.030000000000086402e-03
7.249999999999999778e-01 2.973949377999999921e+00 1.100000000000073141e-03
7.299999999999999822e-01 3.041751241000000050e+00 1.173000000000062881e-03
7.349999999999999867e-01 3.109526437000000421e+00 1.248000000000082377e-03
7.399999999999999911e-01 3.184751136000000038e+00 1.327000000000078117e-03
7.449999999999999956e-01 3.253153006000000236e+00 1.408000000000075858e-03
7.500000000000000000e-01 3.322878951000000303e+00 1.493000000000077598e-03
7.550000000000000044e-01 3.392559233000000063e+00 1.581000000000082339e-03
7.600000000000000089e-01 3.462901353999999987e+00 1.672000000000062325e-03
7.650000000000000133e-01 3.533528190000000180e+00 1.766000000000073067e-03
7.700000000000000178e-01 3.604552124000000024e+00 1.863000000000086809e-03
7.750000000000000222e-01 3.684156025999999695e+00 1.964000000000076795e-03
7.800000000000000266e-01 3.749252504999999847e+00 2.068000000000069782e-03
7.850000000000000311e-01 3.822759317999999684e+00 2.175000000000065770e-03
7.900000000000000355e-01 3.896085596000000262e+00 2.285000000000064757e-03
7.950000000000000400e-01 3.962289999999999868e+00 2.399000000000067745e-03
8.000000000000000444e-01 4.038053657999999935e+00 2.516000000000073733e-03
8.050000000000000488e-01 4.105766939999999643e+00 2.637000000000083721e-03
8.100000000000000533e-01 4.181562396000000348e+00 2.761000000000068955e-03
8.149999999999999467e-01 4.258472735999999870e+00 2.889000000000085944e-03
8.199999999999999512e-01 4.328344534000000188e+00 3.020000000000078177e-03
8.249999999999999556e-01 4.397620563000000260e+00 3.154000000000073411e-03
8.299999999999999600e-01 4.476891766000000494e+00 3.292000000000072646e-03
8.349999999999999645e-01 4.547514899999999471e+00 3.434000000000075881e-03
8.399999999999999689e-01 4.627440741000000024e+00 3.579000000000082116e-03
8.449999999999999734e-01 4.694298535000000605e+00 3.727000000000063595e-03
8.499999999999999778e-01 4.774073371000000066e+00 3.879000000000076831e-03
8.549999999999999822e-01 4.849998475000000475e+00 4.035000000000066311e-03
8.599999999999999867e-01 4.924631220000000198e+00 4.194000000000086548e-03
8.649999999999999911e-01 4.997290937999999905e+00 4.356000000000082029e-03
8.699999999999999956e-01 5.074242717000000624e+00 4.523000000000082510e-03
8.750000000000000000e-01 5.151965971999999283e+00 4.692000000000084992e-03
8.800000000000000044e-01 5.221772904999999909e+00 4.865000000000063718e-03
8.850000000000000089e-01 5.300143459000000057e+00 5.042000000000074200e-03
8.900000000000000133e-01 5.380382451000000010e+00 5.222000000000087683e-03
8.950000000000000178e-01 5.459770973999999555e+00 5.406000000000077410e-03
9.000000000000000222e-01 5.528728013000000274e+00 5.593000000000070138e-03
9.050000000000000266e-01 5.610272488000000557e+00 5.784000000000066866e-03
9.100000000000000311e-01 5.686864835999999812e+00 5.978000000000066594e-03
9.150000000000000355e-01 5.760229870999999946e+00 6.175000000000069322e-03
9.200000000000000400e-01 5.841793677999999268e+00 6.376000000000076051e-03
9.250000000000000444e-01 5.921393433999999623e+00 6.580000000000085780e-03
9.300000000000000488e-01 5.993522417999999519e+00 6.788000000000071754e-03
9.350000000000000533e-01 6.068903143000000000e+00 6.999000000000088484e-03
9.399999999999999467e-01 6.153016592000000173e+00 7.213000000000080458e-03
9.449999999999999512e-01 6.229693042000000069e+00 7.431000000000076433e-03
9.499999999999999556e-01 6.307850489000000671e+00 7.652000000000075408e-03
9.549999999999999600e-01 6.391975195000000554e+00 7.875000000000076383e-03
9.599999999999999645e-01 6.465003188999999928e+00 8.103000000000082359e-03
9.649999999999999689e-01 6.538232320999999736e+00 8.333000000000062579e-03
9.699999999999999734e-01 6.625577073000000539e+00 8.566000000000073555e-03
9.749999999999999778e-01 6.699807909999999644e+00 8.802000000000087532e-03
9.799999999999999822e-01 6.780501859000000131e+00 9.042000000000077753e-03
9.849999999999999867e-01 6.861254975999999672e+00 9.284000000000069974e-03
9.899999999999999911e-01 6.946080358000000565e+00 9.529000000000065196e-03
9.949999999999999956e-01 7.006847542000000040e+00 9.777000000000063418e-03
1.000000000000000000e+00 7.094796373000000322e+00 1.002800000000006464e-02
1.004999999999999893e+00 7.174223223999999455e+00 1.028100000000006786e-02
1.010000000000000009e+00 7.248077493000000260e+00 1.053700000000007408e-02
1.014999999999999902e+00 7.325924222999999458e+00 1.079600000000008331e-02
1.020000000000000018e+00 7.415301731999999646e+00 1.105700000000006678e-02
1.024999999999999911e+00 7.486549558000000104e+00 1.132100000000008100e-02
1.030000000000000027e+00 7.560977284999999881e+00 1.158700000000006947e-02
1.034999999999999920e+00 7.636514438999999932e+00 1.185600000000008869e-02
1.040000000000000036e+00 7.727321928000000284e+00 1.212700000000008216e-02
1.044999999999999929e+00 7.800351948999999507e+00 1.240000000000007763e-02
1.050000000000000044e+00 7.875245382000000127e+00 1.267500000000007510e-02
1.054999999999999938e+00 7.953012530999999719e+00 1.295200000000007456e-02
1.060000000000000053e+00 8.026454405999999153e+00 1.323200000000007703e-02
1.064999999999999947e+00 8.101475785999999957e+00 1.351300000000008050e-02
1.070000000000000062e+00 8.178407034000001019e+00 1.379600000000008597e-02
1.074999999999999956e+00 8.254120558000000329e+00 1.408100000000006569e-02
1.080000000000000071e+00 8.324688540000000359e+00 1.436800000000007516e-02
1.084999999999999964e+00 8.391993804000000168e+00 1.465600000000008563e-02
1.090000000000000080e+00 8.467705063000000365e+00 1.494600000000007034e-02
1.094999999999999973e+00 8.544999964000000503e+00 1.523800000000008481e-02
1.100000000000000089e+00 8.619661148000000495e+00 1.553000000000007153e-02
1.104999999999999982e+00 8.696398386000000258e+00 1.582500000000008900e-02
1.110000000000000098e+00 8.768051743999999204e+00 1.612000000000007871e-02
1.114999999999999991e+00 8.825135688999999672e+00 1.641600000000006943e-02
1.120000000000000107e+00 8.892848939000000286e+00 1.671400000000006214e-02
1.125000000000000000e+00 8.969216664000001060e+00 1.701300000000008361e-02
1.129999999999999893e+00 9.031892119000000108e+00 1.731200000000007733e-02
1.135000000000000009e+00 9.105608497999998718e+00 1.761300000000007304e-02
1.139999999999999902e+00 9.169273046000000704e+00 1.791400000000006876e-02
1.145000000000000018e+00 9.222534149999999542e+00 1.821500000000006447e-02
1.149999999999999911e+00 9.295407874000000348e+00 1.851800000000006219e-02
1.155000000000000027e+00 9.349871309000000963e+00 1.882100000000008766e-02
1.159999999999999920e+00 9.416733969000000926e+00 1.912400000000008538e-02
1.165000000000000036e+00 9.481270281999998772e+00 1.942700000000008309e-02
1.169999999999999929e+00 9.548213295000000045e+00 1.973100000000008181e-02
1.175000000000000044e+00 9.593289612999999605e+00 2.003500000000008052e-02
1.179999999999999938e+00 9.654735433000000810e+00 2.033900000000007924e-02
1.185000000000000053e+00 9.706541895999999170e+00 2.064300000000007795e-02
1.189999999999999947e+00 9.762360548000000193e+00 2.094700000000007667e-02
1.195000000000000062e+00 9.822609206999999287e+00 2.125100000000007539e-02
1.199999999999999956e+00 9.873432788999998877e+00 2.155500000000007410e-02
1.205000000000000071e+00 9.907069562999998524e+00 2.185800000000007182e-02
1.209999999999999964e+00 9.971956272999999982e+00 2.216100000000006953e-02
1.215000000000000080e+00 1.001873922400000083e+01 2.246300000000006625e-02
1.219999999999999973e+00 1.006468863100000100e+01 2.276500000000006296e-02
1.225000000000000089e+00 1.010701032700000113e+01 2.306600000000008643e-02
1.229999999999999982e+00 1.015917986200000023e+01 2.336700000000008215e-02
1.235000000000000098e+00 1.018943556599999845e+01 2.366600000000007586e-02
1.239999999999999991e+00 1.023590731500000039e+01 2.396500000000006958e-02
1.245000000000000107e+00 1.026881605500000028e+01 2.426200000000008905e-02
1.250000000000000000e+00 1.030642037900000041e+01 2.455900000000008077e-02
1.254999999999999893e+00 1.034904374599999954e+01 2.485500000000007148e-02
1.260000000000000009e+00 1.038517955700000073e+01 2.514900000000008795e-02
1.264999999999999902e+00 1.042060450399999993e+01 2.544200000000007567e-02
1.270000000000000018e+00 1.043795335599999952e+01 2.573400000000006238e-02
1.274999999999999911e+00 1.047223212099999934e+01 2.602500000000007585e-02
1.280000000000000027e+00 1.050052907599999941e+01 2.631400000000008732e-02
